+------------------------------------------------------------------------------+
| JAVAD TRE_G3TH       | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G3TH DELTA | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRE_G3TH SIGMA | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRIUMPH1       | 216 channels GPS L1/L2/L2C/L5, GLO L1/L2, GAL E1/E5A  |
| JAVAD TRIUMPH4       | 216 channels GPS L1/L2/L2C/L5, Galileo E1/E5A         |
| JPS xxxxxxxx         | Note: JPS receiver types xxxxxxxx are passed          |
|                      |  automatically through firmware to JPS files          |
| JPS E_GGD            |  "Legacy E" 160mm Eurocard-based GPS/GLONASS dual     |
|                      |     frequency receiver                                |
| JPS EGGDT            |  Lexon LT GPS/GLONASS EURO GGDT board                 |
| JPS EUROCARD         |  GPS and/or GLONASS dual- or single- frequency        |
|                      |     receivers, including Eurocard-based Legacy        |
| JPS LEGACY           |  GPS/GLONASS dual- or single-frequency receiver,      |
|                      |   requires external antenna                           |
| JPS ODYSSEY          |  GPS/GLONASS dual- or single-frequency receiver,      |
|                      |    with internal (Legant) flat groundplane antenna    |
| JPS REGENCY          |  GPS/GLONASS dual- or single-frequency receiver,      |
|                      |   with internal (Regant) chokering antenna            |
+----------------------+-------------------------------------------------------+
| JAVAD Antennae       |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| JAV_GRANT-G3T        |  External GPS L1/L2/L5, GLO L1/L2, GAL E1/E5A         |
| JAV_RINGANT_G3T      |  External GPS L1/L2/L5, GLO L1/L2, GAL E1/E5A         |
|                      |   chokering antenna                                   |
| JAV_TRIUMPH-1        |  Integrated GPS L1/L2/L2C/L5, GLONASS L1/L2, Galileo  |
|                      |    E1/E5A Triumph1 antenna                            |
| JPSLEGANT_E          |  Antenna on flat groundplane                          |
| JPSODYSSEY_I         |  Antenna on flat groundplane,                         |
|                      |   integrated with Odyssey receiver                    |
| JPSREGANT_DD_E       |  Dual  -depth chokering antenna, external             |
| JPSREGANT_SD_E       |  Single-depth chokering antenna, external             |
| JPSREGANT_DD_I       |  Dual-depth chokering antenna,                        |
|                      |   integrated with Regency receiver                    |
| JPSREGANT_SD_I       |  Single-depth chokering antenna,                      |
|                      |   integrated with Regency receiver                    |
| JNSMARANT_GGD        |  low-profile, waterproof GPS/GLONASS external antenna |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| JPSMARANT_GGD        |  JNSMARANT_GGD                                        |
+----------------------+-------------------------------------------------------+
| JAVAD Antenna Domes  |                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx JAVC |  Hemispherical dome for JAV_RINGANT_G3T chokering ant |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| LEICA Receivers      |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| LEICA ATX1230        |  12 channel L1/L2 receiver, Smartantenna              |
| LEICA ATX1230+GNSS   |  120 channel GPS L1/L2/L5, GLONASS, Galileo, Compass  |
|                      |  Smartantenna                                         |
| LEICA CRS1000        |  12 channel L1/L2, continuous reference station       |
| LEICA GMX901         |  12 GPS, L1, 1Hz, internal antenna                    |
| LEICA GMX902         |  12 GPS, L1/L2, 20 Hz                                 |
| LEICA GMX902GG       |  14 GPS, 12 GLONASS, L1/L2, 20 Hz                     |
| LEICA GRX1200        |  12 channel L1/L2 CORS receiver (RTK out standard)    |
|                      |   Corresponds to following Leica product:             |
|                      |   - Old product name "GRX1200" till Feb. 2005         |
|                      |   - New product name "GRX1200 Classic" after Feb. 2005|
| LEICA GRX1200+       |  16 channel GPS L1/L2 receiver                        |
| LEICA GRX1200+GNSS   |  120 channel GPS L1/L2/L5, GLONASS, Galileo, Compass  |
|                      |  receiver                                             |
| LEICA GRX1200GGPRO   |  14 GPS, 12 GLONASS L1/L2, CORS receiver              |
|                      |  (RTK out standard)                                   |
| LEICA GRX1200LITE    |  12 channel L1/L2 CORS receiver                       |
|                      |  (RTK-SmartStation out standard)                      |
| LEICA GRX1200PRO     |  12 channel L1/L2 CORS receiver (RTK out standard)    |
| LEICA GX1210         |  12 channel GPS L1    receiver                        |
| LEICA GX1210+        |  16 channel GPS L1    receiver                        |
| LEICA GX1220         |  12 channel L1/L2 receiver                            |
| LEICA GX1220+        |  16 channel GPS L1/L2 receiver                        |
| LEICA GX1220+GNSS    |  120 channel GPS L1/L2/L5, GLONASS, Galileo, Compass  |
|                      |  receiver                                             |
| LEICA GX1230         |  12 channel GPS L1/L2 receiver (RTK in/out standard)  |
| LEICA GX1230+        |  16 channel GPS L1/L2 receiver (RTK in/out standard)  |
| LEICA GX1230+GNSS    |  120 channel GPS L1/L2/L5, GLONASS, Galileo, Compass  |
|                      |  receiver (RTK in/out)                                |
| LEICA GX1230GG       |  14 GPS, 12 GLONASS L1/L2 receiver (RTK in/out)       |
| LEICA MC500          |  12 channel L1/L2 receiver, Ruggedized CORS           |
| LEICA MC1000         |  12 channel L1/L2 receiver (Machine Control)          |
| LEICA RS500          |  12 channel L1/L2 receiver, Advanced CORS             |
| LEICA SR260          |   6 channel L1 receiver, code-only                    |
| LEICA SR261          |   6 channel L1 receiver                               |
| LEICA SR299          |   9 channel L1/L2 receiver, internal antenna          |
| LEICA SR299E         |   9 channel L1/L2 receiver, external antenna          |
| LEICA SR399          |   9 channel L1/L2 receiver, internal antenna          |
| LEICA SR399E         |   9 channel L1/L2 receiver, external antenna          |
| LEICA SR510          |  12 channel L1    receiver                            |
| LEICA SR520          |  12 channel L1/L2 receiver                            |
| LEICA SR530          |  12 channel L1/L2 receiver (RTK option)               |
| LEICA SR9400         |  12 channel L1 receiver                               |
| LEICA SR9500         |  12 channel L1/L2 receiver                            |
| LEICA SR9600         |  12 channel L1/L2 receiver, engine = to  9500,CRS1000 |
+----------------------+-------------------------------------------------------+
| LEICA Antennae       |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| LEIAR25              |  Dorne Margolin with 3D choke ring ground plane       |
|                      |   GPS: L1,L2,L5 GLONASS: L1,L2,L3 Galileo: E2-L1-E1,  |
|                      |   E5a,E5b,E6,AltBOC Compass: E1,E2,E5b,E6 L-BAND      |
| LEIAT201             |  External micropulse antenna L1, w/o groundplane      |
|                      |   with series 200 receivers                           |
| LEIAT202+GP          |  External micropulse antenna L1/L2, with groundplane  |
|                      |   with series 200 receivers                           |
| LEIAT202-GP          |  External micropulse antenna L1/L2, no groundplane    |
|                      |   with series 200 receivers                           |
| LEIAT302+GP          |  External micropulse antenna L1/L2, with groundplane  |
|                      |   with series 300 receivers                           |
| LEIAT302-GP          |  External micropulse antenna L1/L2, no groundplane    |
|                      |   with series 300 receivers                           |
| LEIAT303             |  Micropulse antenna L1/L2, with chokerings            |
| LEIAT501             |  External antenna with Aero element L1,               |
|                      |   with series 500 receivers                           |
| LEIAT502             |  External antenna with Aero element L1/L2,            |
|                      |   with series 500 receivers                           |
| LEIAT503             |  Micropulse antenna with chokerings, L1/L2            |
|                      |   (identical to LEICA AT303)                          |
| LEIAT504             |  L1/L2 Dorne Margolin antenna with chokerings         |
|                      |   (designed after DORNE MARGOLIN T)                   |
| LEIAT504GG           |  L1/L2 Dorne Margolin antenna with chokerings         |
|                      |   (designed after DORNE MARGOLIN T), GPS & GLONASS    |
| LEIATX1230           |  Internal geodetic antenna L1/L2, SmartTrack          |
| LEIATX1230GG         |  Internal geodetic antenna L1/L2, SmartTrack,         |
|                      |  GPS & GLONASS                                        |
| LEIATX1230+GNSS      |  Internal geodetic antenna, SmartTrack+,              |
|                      |  GPS L1/L2/L5, GLONASS, Galileo, Compass              |
| LEIAX1201            |  External antenna L1, SmartTrack                      |
|                      |   with series 1200 receivers                          |
| LEIAX1202            |  External geodetic antenna L1/L2, SmartTrack          |
|                      |   with series 1200 receivers                          |
| LEIAX1202GG          |  External geodetic antenna L1/L2, SmartTrack          |
|                      |   with series 1200 receivers, GPS & GLONASS           |
| LEIAX1203+GNSS       |  External geodetic antenna, SmartTrack+ with series   |
|                      |  1200 receivers, GPS L1/L2/L5, GLONASS, Galileo,      |    
|                      |  Compass                                              |
| LEISR299_INT         |  Internal antenna with Ball element L1/L2,            |
|                      |   part of the SR299 receiver                          |
| LEISR399_INT         |  Revised antenna with modified mount design L1/L2,    |
|                      |   part of the SR399 receiver, made or serviced *after*|
|                      |   Aug 97 (see http://www.ngs.noaa.gov/ANTCAL)         |
|                      |   Warning: Descriptions interchanged in June 2009.    |
| LEISR399_INTA        |  Original internal antenna with Ball element L1/L2,   |
|                      |   part of the SR399 receiver, made *prior* to Aug 97  |
|                      |   Warning: Descriptions interchanged in June 2009.    |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| INTERNAL             |  LEISR299_INT         | LEISR399_INT                  |
|                      |  LEISR399_INTA                                        |
| LEICA INTERNAL       |  LEISR299_INT         | LEISR399_INT                  |
|                      |  LEISR399_INTA                                        |
| LEICA AT201          |  LEIAT201                                             |
| EXTERNAL WITHOUT GP  |  LEIAT202-GP          | LEIAT302-GP                   |
| LEICA AT202/302      |  LEIAT202-GP          | LEIAT302-GP                   |
| EXTERNAL WITH GP     |  LEIAT202+GP          | LEIAT302+GP                   |
| LEICA AT202/302 GP   |  LEIAT202+GP          | LEIAT302+GP                   |
| LEICA AT303          |  LEIAT303                                             |
| LEICA AT501          |  LEIAT501                                             |
| LEICA AT502          |  LEIAT502                                             |
| LEICA AT503          |  LEIAT503                                             |
| DORNE MARGOLIN LEICA |  LEIAT504                                             |
+----------------------+-------------------------------------------------------+
| LEICA Antenna Domes  |                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx LEIC |  Dome for LEICA AT303 and AT503, conical shape        |
| xxxxxxxxxxxxxxx LEIS |  Dome for DORNE MARGOLIN LEICA, spherical shape       |
| xxxxxxxxxxxxxxx LEIT |  Dome for LEICA AR25                                  |
+----------------------+-------------------------------------------------------|

+----------------------+-------------------------------------------------------+
| MAGELLAN Receivers   |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| MAGELLAN PM-500      |  L1/L2 GPS, L1/L2 GLONASS integrated rcvr/antenna     |
+----------------------+-------------------------------------------------------+
| MAGELLAN Antennae    |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| MAGPM-500            |  L1/L2 GPS, L1/L2 GLONASS integrated rcvr/antenna     |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| MAGELLAN PM-500      |  MAGPM-500                                            |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| MICROPULSE Antennae  |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| MPLL1/L2_SURV        |  MicroPulse L1/L2 GPS Surveying Antenna 90LL12300     |
| MPL_WAAS_2224NW      |  MicroPulse WAAS Unit 2224NW                          |
| MPL_WAAS_2225NW      |  MicroPulse WAAS L1/L2/L5 2225NW                      |
| MP-1372FW+REGP       |  Micropulse MP-1372W with UNAVCO rolled edge GP,      |
|                      |   (part of UNAVCO's L1 volcano monitoring system)     |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| M-PULSE L1/L2 SURVEY |  MPLL1/L2_SURV                                        |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| MINIMAC Receivers    |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| MINIMAC 2816AT       |  L1/L2 Rack-mounted (used in CIGNET and NIED)         |
| MINIMAC 2816         |  L1/L2 Field unit                                     |
+----------------------+-------------------------------------------------------+
| MINIMAC Antennae     |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| MAC4647942           |  Crossed-dipole antenna with large groundplane,       |
|                      |   Model Number 4647942                                |
| MACPATCH             |  Patch antenna                                        |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| MACROMETER X-DIPOLE  |  MAC4647942                                           |
| MINIMAC PATCH        |  MACPATCH                                             |
+----------------------+-------------------------------------------------------+
| MINIMAC Antenna Domes|                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx MMAC |  Clear spherical dome covering antenna element        |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| NAVCOM Receivers     |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| NAVCOM NCT-2000D     |  GPS L1/L2/C1/P1/P2 Receiver                          |
| NAVCOM NCT-2030M     |  GPS L1/L2/C1/P1/P2 Receiver, 1PPS,CAN,Event          |
| NAVCOM RT-3010S      |  GPS L1/L2/C1/P1/P2 Integrated Receiver/Antenna/Radio |
| NAVCOM RT-3020S      |  GPS L1/L2/C1/P1/P2 Receiver/Radio                    |
| NAVCOM RT-3020M      |  GPS L1/L2/C1/P1/P2 Receiver/Radio, 1PPS,CAN,Event    |
| NAVCOM SF-2000       |  GPS L1/L2/C1/P1/P2/L-Band Receiver, CAN              |
| NAVCOM SF-2040G      |  GPS L1/L2/C1/P1/P2/L-Band Integrated Receiver/Antenna|
| NAVCOM SF-2050G      |  GPS L1/L2/C1/P1/P2/L-Band Receiver                   |
| NAVCOM SF-2050M      |  GPS L1/L2/C1/P1/P2/L-Band Receiver, 1PPS,CAN,Event   |
| NAVCOM SF-2050R      |  GPS L1/L2/C1/P1/P2/L-Band Receiver, 1PPS,CAN,Event   |
+----------------------+-------------------------------------------------------+
| NAVCOM Antennae      |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| NAVAN2004T           |  GPS L1/L2/L-Band Antenna, Survey Mount               |
| NAVAN2008T           |  GPS L1/L2/L-Band Antenna, Aircraft Mount FAA Cert.   |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| NOVATEL Receivers    |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| NOV EURO4-1.00-222   | 12-ch L1 or L1/L2 OEM4 board, Euro card size.         |
|                      |   RTK,WAAS,other options may be enabled in firmware.  |
| NOV MILLEN-RT2       | L1/L2 GPS 2cm RTK Fixed Integer, 12 channel.          |
| NOV MILLEN-RT2OS     | L1 GPS 20cm RTK Float, 12 channel.                    |
| NOV MILLEN-STD       | L1/L2 GPS Base Station, 12 channel.                   |
| NOV MILLEN-STDW      | L1/L2 GPS Base Station with WAAS, 10+1 channel.       |
| NOV OEMV1            | 14 GPS L1, 2 SBAS, 1 L-Band                           |
| NOV OEMV1G           | 14 GPS L1, 12 GLONASS L1, 2 SBAS                      |
| NOV OEMV2            | 14 GPS L1/L2, 12 GLONASS L1/L2, 2 SBAS                |
| NOV OEMV3            | 14 GPS L1/L2,5 GPS L5,12 GLONASS L1/L2,2 SBAS,1 LBand |
| NOV OEMV3-RT2        | 14 GPS L1/L2+RT-2,5 GPS L5,12 GLO L1/L2,2 SBAS,1 LBand|
| NOV OEM4-G2          | 24-ch L1 or L1/L2, SBAS, RT-2 mode                    |
| NOV 15A              | 16 channel GPS L1/L5, Galileo L1/E5a, SBAS L1/L5      |
| NOV WAASGII          | WAAS Reference Receiver G-II                          |
+----------------------+-------------------------------------------------------+
| NOVATEL Antennae     |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| NOV_WAAS_600         |  NOV600 element in MPL assembly (used by WAAS/NGS)    |
| NOV501               |  GPS-501 L1                                           |
| NOV501+CR            |  GPS-501 L1 with chokerings                           |
| NOV502               |  GPS-502 L1/L2                                        |
| NOV502+CR            |  GPS-502 L1/L2 with chokerings                        |
| NOV503+CR            |  GPS-503 L1/L2 with chokerings                        |
| NOV531               |  GPS-531 L1                                           |
| NOV531+CR            |  GPS-531 L1 with chokerings                           |
| NOV533+CR            |  ANT-533 L1/L2 with chokerings                        |
| NOV600               |  L1/L2 GPS Antenna (Pinwheel Technology)              |
| NOV600LB             |  GPS-600LB GPS L1/L2, L-Band                          |
| NOV701GG             |  GPS-701GG GPS L1, GLONASS L1 (Pinwheel Technology)   |
| NOV701GGL            |  GPS-701GG GPS L1, GLONASS L1, L-Band (Pinwheel Tech.)|
| NOV702               |  GPS-702 RoHS-compliant GPS L1/L2  (Pinwheel Tech.)   |
| NOV702GG             |  GPS-702GG GPS L1/L2, GLONASS L1/L2 (Pinwheel Tech.)  |
| NOV702GGL            |  GPS-702GG GPS L1/L2, GLONASS L1/L2, L-Band           |
|                      |    (Pinwheel technology)                              |
| NOV702L              |  GPS-702L RoHS-compliant GPS L1/L2, L-Band            |
|                      |    (Pinwheel Technology)                              |
| NOV704X              |  GPS-704X Passive GPS L1/L2/L5, GLONASS L1/L2,        |
|                      |    Galileo L1/E5a/E5b/E6, L-Band. (Pinwheel Tech.)    |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| ROGUE/AOA Receivers  |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| ROGUE SNR-8          |  2 unit rack-mounted (big Rogue)                      |
| ROGUE SNR-800        |  1 unit rack-mounted (big Rogue)                      |
| ROGUE SNR-8A         |  AOA MiniRogue -- not CONAN compatible                |
| ROGUE SNR-8C         |  AOA MiniRogue -- CONAN compatible                    |
| ROGUE SNR-8000       |  AOA TurboRogue (field unit)                          |
| ROGUE SNR-8100       |  AOA TurboRogue (rack mount)                          |
| ROGUE SNR-12         |  AOA TurboRogue (12 channel)                          |
| ROGUE SNR-12 RM      |  AOA TurboRogue (12 channel, rack mount)              |
| AOA BENCHMARK ACT    |  AOA Benchmark with ACT technology (12 channel)       |
| AOA ICS-4000Z        |  AOA SNR-8100 designed for ionsopheric monitoring     |
| AOA ICS-4000Z ACT    |  AOA ICS-4000Z upgraded to ACT technology             |
| AOA RASCAL-8         |  AOA Rascal, 8 channel                                |
| AOA RASCAL-12        |  AOA Rascal, 12 channel                               |
| AOA SNR-12 ACT       |  AOA TurboRogue (12 channel, upgraded to ACT),        |
|                      |   functionally like AOA BENCHMARK ACT                 |
| AOA SNR-8000 ACT     |  AOA TurboRogue (SNR-8000 upgraded to ACT),           |
|                      |   functionally like AOA BENCHMARK ACT                 |
| AOA SNR-8100 ACT     |  AOA TurboRogue (SNR-8100 upgraded to ACT),           |
|                      |   functionally like AOA BENCHMARK ACT                 |
| AOA TTR-4P           |  AOA Time Transfer Receiver (8 channel)               |
| AOA TTR-12           |  AOA Time Transfer Receiver (12 channel)              |
+----------------------+-------------------------------------------------------+
| ROGUE Antennae       |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| AOAD/M_B             |  Dorne Margolin with chokerings (Rogue, AOA design)   |
|                      |                                                       |
| AOAD/M_T             |  Dorne Margolin with chokerings (TurboRogue)/part #s  |
|                      |   7490400-1 7490400-4 7490582-1 7490582-2 7490582-B   |
| AOAD/M_TA_NGS        |  Dorne Margolin with chokerings (TurboRogue design)   |
|                      |   retrofit with Ashtech LNA (12 exist at NOAA/NGS)    |
| JPLD/M_R             |  Dorne Margolin element with chokerings               |
|                      |   (Rogue, JPL design)                                 |
| JPLD/M_RA_SOP        |  Dorne Margolin with chokerings (Rogue, JPL design)   |
|                      |   retrofit with Ashtech LNA (two exist at SOPAC)      |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| DORNE MARGOLIN R     |  JPLD/M_R                                             |
| DORNE MARGOLIN B     |  AOAD/M_B                                             |
| DORNE MARGOLIN T     |  AOAD/M_T                                             |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SENSOR SYST. Antennae|                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| SEN67157596+CR       | Sensor Systems L1/L2, PN:S67-1575-96 + chokerings     |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SEPTENTRIO Receivers |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| SEPT ASTERX1         |  L1 GPS/Galileo/SBAS, code & carrier, all-in-view     |
| SEPT ASTERX2         |  L1/L2 GPS/GLONASS, code & carrier, all-in-view       |
| SEPT ASTERX2E        |  L1/L2 GPS/GLO, 136 ch, all-in-view single antenna    |
| SEPT ASTERX2EH       |  L1/L2 GPS/GLO, 2*136 ch, all-in-view dual antenna    |
| SEPT POLARX2         |  L1/L2,code & carrier,48 ch. all-in-view,up to 3 ant. |
| SEPT POLARX2C        |  L1/L2,code & carrier, all-in-view incl. 4 L2C ch.    |
| SEPT POLARX2E        |  L1/L2,code & carrier,48 ch. all-in-view,up to 3 ant. |
| SEPT POLARX3         |  L1/L2 GPS/GLO, 88 ch, reference receiver             |
| SEPT POLARX3E        |  L1/L2 GPS/GLO/GAL, 136 ch, reference receiver        |
| SEPT POLARX3EG       |  L1/L5 GPS/GAL, 136 ch, reference receiver            |
| SEPT POLARX3ETR      |  L1/L2-L1/L5 GPS/GLO/GAL, 136 ch, ref/timing receiver |
| SEPT POLARX3G        |  L1/L5 GPS/GAL, 102 ch, reference receiver            |
| SEPT POLARX3TR       |  L1/L2-L1/L5 GPS/GLO/GAL, 88 ch, ref/timing receiver  |
+------------------------------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SOKKIA Receivers     |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| SOK GSR2600          | GSR2600 L1/L2 RTK GPS receiver                        |
| SOK GSR2700 RS       | GSR2700 L1/L2 GPS receiver                            |
| SOK RADIAN           | Radian L1/L2 RTK GPS receiver                         |
| SOK RADIAN_IS        | Radian IS L1/L2 RTK GPS integrated receiver+antenna   |
+----------------------+-------------------------------------------------------+
| SOKKIA Antennae      |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| SOK502               | Sokkia SK520 L1/L2 GPS antenna                        |
| SOK600               | Sokkia SK600 L1/L2 GPS antenna                        |
| SOK702               | Sokkia SK702 L1/L2 GPS antenna                        |
| SOK_GSR2700ISX       | Sokkia GSR2700 ISX, 14 GPS L1, 14 GPS L2, 6 GPS L5    |
|                      |   12 GLONASS L1, 12 GLONASS L2 + 2 SBAS               |
| SOK_RADIAN_IS        | Radian IS L1/L2 RTK GPS integrated receiver+antenna   |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| SPECTRA PRECISION    |                                                       |
|   Receivers          |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| SPP GEODIMETER-L1    |  Geodimeter GPS Module L1                             |
| SPP GEOTRACER100     |  Geotracer 100 Dual Frequency Receiver, 12 channels,  |
|                      |   C/A code on L1 and squaring on L2,                  |
|                      |     Trimble 4000 SS fmade for Geotronics AB)          |
| SPP GEOTRACER3220    |  Geotracer Dual Frequency Receiver, 12 channels       |
| SPP GEOTRACER3320    |  Geotracer GPS-Glonass Receiver                       |
+----------------------+-------------------------------------------------------+
| Previously valid     |  New Codes                                            |
+----------------------+-------------------------------------------------------+
| GEO DUAL FREQ GPS    |  SPP GEOTRACER3220                                    |
| GEO GPS-GLONASS      |  SPP GEOTRACER3320                                    |
| GEO GEODIMETER L1    |  SPP GEODIMETER-L1                                    |
+----------------------+-------------------------------------------------------+
| SPECTRA PRECISION    |                                                       |
|   Antennae           |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| SPP571212238+GP      |  Spectra Precision groundplane                        |
| SPP571908273         |  Model 571908273, chokerings,                         |
|                      |   oblong antenna element housing                      |
+----------------------+-------------------------------------------------------+
| SPECTRA Antenna Domes|                                                       |
| IGS Codes-cols.17-20 |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| xxxxxxxxxxxxxxx SPKE |  SPECTRA PRECISION conical dome with spike,           |
|                      |   used with the SPP571908273 antenna; also sold by    |
|                      |   Aeroantenna and NovAtel                             |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| TEXAS INST. Receivers|                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| TI4100               |  4-channel L1/L2, P1/P2 receiver                      |
+----------------------+-------------------------------------------------------+
| TEXAS INST. Antennae |                                                       |
| IGS Codes-15 columns |                      Description                      |
| XXXXXXXXXXXXXXX DOME |                                                       |
+----------------------+-------------------------------------------------------+
| TI4100_100           |  TI helical antenna, 100 series                       |
| TI4100_2000          |  TI helical antenna, 2000 series                      |
| TI4100_4000          |  TI helical antenna, 4000 series                      |
+----------------------+-------------------------------------------------------+

+----------------------+-------------------------------------------------------+
| TOPCON Receivers     |                                                       |
| IGS Codes-20 columns |                      Description                      |
| XXXXXXXXXXXXXXXXXXXX |                                                       |
+----------------------+-------------------------------------------------------+
| TOPCON GP-DX1        |  L1/L2 receiver(Trimble)                              |
| TOPCON GP-R1         |  L1 receiver(Ashtech)                                 |
| TOPCON GP-R1D        |  L1/L2 receiver(Ashtech)                              |
| TOPCON GP-R1DP       |  L1/L2 receiver(Ashtech)                              |
| TOPCON GP-R1DY       |  L1/L2 receiver(Ashtech)                              |
| TOPCON GP-S1         |  L1 receiver(Ashtech)                                 |
| TOPCON GP-SX1        |  L1 receiver(Trimble)                                 |
| TOPCON TT4000SSI     |  L1/L2 receiver(Trimble)                              |
| TOPCON TURBO-SII     |  L1/L2 receiver(AOA)                                  |
| TPS E_GGD            |  Same as JPS E_GGD                                    |
| TPS EUROCARD         |  Same as JPS EUROCARD                                 |
| TPS GB-1000          |  Dual-frequency GPS/GLONASS                           |
| TPS HIPER_GD         |  P/N 01-830401-01 Integrated antenna+receiver         |
| TPS HIPER_GGD        |  P/N 01-840401-01 Antenna+receiver GPS/GLONASS        |
